player_id,name,primary_position,birth_date,college,first_season,last_season,seasons_played,teams
00-0011001,Steve McMichael,DT,1957-10-17,Texas,1980,1994,14,CHI;GB;NE
steve-mcmichael,Steve McMichael,DT,,,1985,1985,1,CHI
00-0011024,Steve McNair,QB,1973-02-14,,1995,2007,13,BAL;TEN
steve-mike-mayer,Steve Mike-Mayer,K,1947-09-08,,1975,1980,6,DET;IND;NO;SF
steve-moore,Steve Moore,LT,1960-10-01,,1983,1987,5,NE
00-0022197,Steve Morley,LG,1981-08-18,,2004,2005,2,GB;NYJ
00-0011712,Steve Morrison,LB,1971-12-28,,1995,1998,4,IND
steve-morse,Steve Morse,RB,1963-05-28,,1985,1985,1,PIT
steve-mott,Steve Mott,C,1961-03-24,,1983,1988,6,DET
steve-myer,Steve Myer,QB,1954-07-17,,1976,1979,4,SEA
steve-nave,Steve Nave,LB,1963-08-29,,1987,1987,1,CLE
00-0020457,Steve Neal,LG,1976-10-09,,2001,2010,8,NE
steve-neils,Steve Neils,LB,1951-05-02,,1974,1980,7,ARI
steve-nelson,Steve Nelson,LB,1951-04-26,,1974,1987,14,NE
steve-newell,Steve Newell,WR,1944-12-27,,1967,1967,1,LAC
steve-niehaus,Steve Niehaus,DT,1954-09-25,,1976,1979,4,MIN;SEA
steve-o-neal,Steve O'Neal,P,1946-02-04,,1969,1973,5,NO;NYJ
00-0026046,Steve Octavien,LB,1984-11-25,,2008,2008,1,DAL
steve-odom,Steve Odom,WR,1952-09-05,,1974,1979,6,GB;NYG
steve-okoniewski,Steve Okoniewski,DT,1949-08-22,,1972,1977,6,ARI;BUF;CLE;GB
steve-owens,Steve Owens,RB,1947-12-09,,1970,1974,5,DET
steve-parker,Steve Parker,EDGE,1956-12-08,,1980,1984,3,IND;NO
00-0012748,Steve Pelluer,QB,1962-07-29,Washington,1984,1991,8,DAL;KC
steve-pierce,Steve Pierce,WR,1963-12-12,,1987,1987,1,CLE
steve-pisarkiewicz,Steve Pisarkiewicz,QB,1953-11-10,,1977,1980,4,ARI;GB
steve-poole,Steve Poole,LB,1952-08-25,,1976,1976,1,NYJ
steve-potter,Steve Potter,LB,1957-11-06,,1981,1984,4,BUF;KC;MIA
steve-powell,Steve Powell,RB,1956-01-02,,1978,1979,2,BUF
steve-preece,Steve Preece,S,1947-02-15,,1969,1977,9,DEN;NO;PHI;SEA;STL
steve-quinn,Steve Quinn,C,1946-02-11,,1968,1968,1,TEN
steve-raible,Steve Raible,WR,1954-06-02,,1976,1981,6,SEA
steve-ramsey,Steve Ramsey,QB,1947-04-22,,1970,1976,7,DEN;NO
steve-reese,Steve Reese,LB,1952-01-07,,1974,1976,3,NYJ;TB
steve-rehage,Steve Rehage,CB,1963-11-06,,1987,1987,1,NYG
00-0013621,Steve Rhem,WR,1971-11-09,,1994,1996,3,NO
steve-riley,Steve Riley,LT,1952-11-23,,1974,1984,11,MIN
steve-rivera,Steve Rivera,WR,1954-08-05,,1976,1977,2,CHI;SF
steve-rogers,Steve Rogers,RB,1953-08-26,,1975,1987,3,KC;NO;NYJ
00-0014182,Steve Russ,LB,1972-09-16,,1997,1999,3,DEN
steve-schindler,Steve Schindler,LG,1954-07-24,,1977,1978,2,DEN
steve-schnarr,Steve Schnarr,RB,1952-07-30,,1975,1975,1,BUF
steve-schubert,Steve Schubert,WR,1951-03-15,,1974,1979,6,CHI;NE
00-0014529,Steve Scifres,LG,1972-01-22,,1997,1997,1,DAL
00-0022096,Steve Sciullo,LG,1980-08-27,,2003,2004,2,IND;PHI
00-0014688,Steve Sewell,RB,1963-04-02,Oklahoma,1985,1992,8,DEN
00-0014813,Steve Shine,LB,1970-11-28,,1994,1994,1,CIN
steve-shull,Steve Shull,LB,1958-03-27,,1980,1982,3,MIA
00-0026229,Steve Slaton,RB,1986-01-04,,2008,2011,4,HOU;MIA
steve-slayden,Steve Slayden,QB,1966-01-22,,1988,1988,1,CLE
steve-sloan,Steve Sloan,QB,1944-08-19,,1966,1967,2,ATL
steve-smith,Steve Smith,LT,1944-05-29,,1966,1974,8,MIN;PHI;PIT
00-0015306,Steve Smith,RB,1964-08-30,Penn State,1987,1995,9,LV;SEA
00-0020337,Steve Smith,WR,1979-05-12,Utah,2001,2016,16,BAL;CAR
00-0021346,Steve Smith,S,1979-06-28,,2002,2002,1,JAX
00-0025438,Steve Smith,WR,1985-05-06,,2007,2012,6,NYG;PHI;STL
steve-spurrier,Steve Spurrier,QB,1945-04-20,,1967,1976,10,SF;TB
00-0015627,Steve Stenstrom,QB,1971-12-23,,1995,1999,5,CHI;SF
steve-stephens,Steve Stephens,TE,1957-03-04,,1981,1981,1,NYJ
steve-stewart,Steve Stewart,LB,1956-05-01,,1978,1979,2,ATL;GB
steve-stonebreaker,Steve Stonebreaker,LB,1937-10-28,,1965,1968,4,IND;NO
steve-strachan,Steve Strachan,RB,1963-03-22,,1985,1989,5,LV
steve-superick,Steve Superick,P,1963-08-09,,1987,1987,1,TEN
steve-sweeney,Steve Sweeney,WR,1950-09-06,,1973,1973,1,LV
steve-sylvester,Steve Sylvester,C,1953-03-04,,1975,1983,9,LV
steve-tannen,Steve Tannen,CB,1948-07-23,,1970,1974,5,NYJ
00-0016055,Steve Tasker,WR,1962-04-10,Northwestern; Dodge City CC,1985,1997,13,BUF;TEN
steve-taylor,Steve Taylor,S,1953-12-27,,1976,1976,1,KC
steve-tensi,Steve Tensi,QB,1942-12-08,,1965,1970,6,DEN;LAC
steve-thompson,Steve Thompson,DT,1945-02-12,,1968,1987,6,NYJ;WAS
steve-thurlow,Steve Thurlow,RB,1942-04-25,,1965,1968,4,NYG;WAS
00-0016568,Steve Tovar,LB,1970-04-25,,1993,2000,8,CAR;CIN;LAC
steve-towle,Steve Towle,LB,1953-10-23,,1975,1980,6,MIA
00-0016590,Steve Trapilo,LG,1964-09-20,Boston College,1987,1992,6,NO
steve-trimble,Steve Trimble,CB,1958-05-11,,1981,1987,4,CHI;DEN
00-0025619,Steve Vallos,C,1983-12-28,,2008,2013,6,CLE;DEN;PHI;SEA
steve-wagner,Steve Wagner,S,1954-04-18,,1976,1980,5,GB;PHI
00-0017094,Steve Wallace,LT,1964-12-27,Auburn,1986,1997,11,KC;SF
steve-wallace,Steve Wallace,LT,1964-12-27,Auburn,1989,1989,1,SF
00-0017121,Steve Walsh,QB,1966-12-01,,1989,1999,11,CHI;DAL;IND;NO;STL;TB
00-0019460,Steve Warren,DT,1978-01-22,,2000,2002,3,GB
steve-watson,Steve Watson,WR,1957-05-28,,1979,1987,9,DEN
00-0024110,Steve Weatherford,P,1982-12-17,Illinois,2006,2014,9,KC;NO;NYG;NYJ
00-0017576,Steve White,EDGE,1973-10-25,,1996,2002,7,NYJ;TB
steve-wilburn,Steve Wilburn,EDGE,1961-02-25,,1987,1987,1,NE
00-0024187,Steve Williams,DT,1981-09-21,,2006,2006,1,KC
00-0030283,Steve Williams,CB,1991-03-07,,2014,2016,3,LAC;STL
steve-wilson,Steve Wilson,CB,1954-05-19,,1976,1988,13,DAL;DEN;TB
00-0018129,Steve Wisniewski,LG,1967-04-07,,1989,2001,13,LV
steve-wright,Steve Wright,LT,1942-07-17,,1965,1993,19,ARI;CHI;DAL;GB;IND;LV;NYG;WAS
steve-young,Steve Young,LT,1953-07-18,BYU,1976,1989,4,GB;MIA;SF;TB
00-0018441,Steve Young,QB,1961-10-11,BYU,1985,1999,14,SF;TB
steve-zabel,Steve Zabel,LB,1948-03-20,,1970,1979,10,IND;NE;PHI
00-0018468,Steve Zahursky,LG,1976-09-02,,1999,2000,2,CLE
steven-clark,Steven Clark,EDGE,1959-10-29,,1981,1981,1,NE
00-0032802,Steven Daniels,LB,1992-12-12,Boston College,2016,2016,1,WAS
00-0034072,Steven Dunbar,WR,1995-12-19,Houston,2018,2018,1,SF
00-0038655,Steven Gilmore,CB,1999-09-17,Marshall,2023,2023,1,DET
00-0021054,Steven Grace,C,1979-02-13,,2002,2002,1,ARI
00-0024546,Steven Harris,DT,1984-08-14,,2007,2007,1,DEN
steven-hauschka,Steven Hauschka,K,,,2013,2013,1,SEA
00-0022736,Steven Jackson,RB,1983-07-22,Oregon State,2004,2015,12,ATL;NE;STL
00-0023852,Steven Jackson,RB,1984-05-11,,2006,2006,1,CAR
00-0028943,Steven Johnson,LB,1988-03-28,Kansas,2016,2017,2,BAL;PIT
00-0030387,Steven Means,EDGE,1990-09-16,Buffalo,2013,2022,10,ATL;BAL;PHI;TB
00-0034081,Steven Mitchell,WR,1994-05-02,Southern California,2018,2020,3,HOU
00-0036022,Steven Montez,QB,1997-01-14,Colorado,2020,2020,1,WAS
00-0033804,Steven Moore,LT,1993-09-28,California,2017,2018,2,BAL;TEN
00-0032150,Steven Nelson,CB,1993-01-22,Oregon State,2015,2024,9,HOU;KC;PHI;PIT
steven-nelson,Steven Nelson,CB,,,2018,2018,1,KC
00-0034736,Steven Parker,S,1995-12-14,Oklahoma,2019,2021,3,DAL;MIA;NYG
00-0032582,Steven Scheu,TE,1992-07-07,Vanderbilt,2016,2016,1,NE
00-0034928,Steven Sims,WR,1997-03-31,Kansas,2019,2024,5,BAL;HOU;PIT;WAS
00-0029958,Steven Terrell,S,1990-09-21,Texas A&M,2016,2017,2,KC;SEA
steven-tobin,Steven Tobin,C,1957-03-29,,1980,1980,1,NYG
steven-williams,Steven Williams,DT,1951-01-12,,1974,1974,1,IND
00-0000345,Stevie Anderson,WR,1970-05-12,,1993,1996,4,ARI;NYJ
00-0027842,Stevie Brown,S,1987-07-17,,2010,2011,2,IND;LV
00-0033971,Stevie Tu'ikolovatu,DT,1991-06-28,USC,2017,2018,2,TB
00-0011613,Stevon Moore,S,1967-02-09,,1990,1999,10,BAL;CLE;MIA
stew-barber,Stew Barber,LT,1939-06-14,,1965,1969,5,BUF
00-0019601,Stockar McDougle,LT,1977-01-11,,2000,2006,7,DET;JAX;MIA
00-0036653,Stone Forsythe,LT,1997-12-29,Florida,2021,2024,4,SEA
00-0037475,Stone Smartt,TE,1998-10-04,Old Dominion,2022,2024,3,LAC
00-0002787,Stoney Case,QB,1972-07-07,,1995,2000,6,ARI;BAL;DET
00-0037571,Storey Jackson,LB,1998-04-08,Liberty,2022,2022,1,CLE
00-0039481,Storm Duck,CB,2000-12-15,Louisville,2024,2024,1,MIA
00-0031243,Storm Johnson,RB,1992-07-10,Central Florida,2014,2014,1,JAX
00-0033752,Storm Norton,LT,1994-05-16,Toledo,2020,2024,5,ATL;LAC
struggy-smith,Struggy Smith,CB,1964-02-13,,1987,1987,1,ATL
stu-o-dell,Stu O'Dell,LB,1951-11-27,,1974,1978,4,IND;WAS
stu-voigt,Stu Voigt,TE,1948-08-12,,1970,1980,11,MIN
stuart-anderson,Stuart Anderson,LB,1959-12-25,,1982,1985,4,CLE;WAS
stuart-rindy,Stuart Rindy,LT,1964-05-22,,1987,1987,1,CHI
stuart-tolle,Stuart Tolle,DT,1962-02-07,,1987,1987,1,DET
00-0011437,Stump Mitchell,RB,1959-03-15,The Citadel,1981,1991,10,ARI;KC
00-0021332,Stylez G White,EDGE,1979-07-25,,2007,2010,4,TB
00-0032767,Su'a Cravens,LB,1995-07-07,USC,2016,2018,2,DEN;WAS
00-0035384,Sua Opeta,LG,1996-08-15,Weber State,2019,2024,5,PHI;TB
suge-knight,Suge Knight,EDGE,1965-04-19,,1987,1987,1,STL
00-0014348,Sulecio Sanford,WR,1976-03-23,,1999,2000,2,CHI
00-0021581,Sultan McCullough,RB,1980-02-20,,2003,2003,1,WAS
00-0035218,Sutton Smith,RB,1996-03-22,Northern Illinois,2021,2021,1,LV
00-0039313,Swayze Bozeman,LB,1998-11-02,Southern Mississippi,2024,2024,1,KC
syd-kitson,Syd Kitson,LG,1958-09-27,,1980,1984,4,DAL;GB
00-0027611,Syd'Quan Thompson,CB,1987-02-07,,2010,2010,1,DEN
00-0039002,Sydney Brown,S,2000-03-21,Illinois,2023,2024,2,PHI
00-0016661,Syii Tucker,TE,1973-07-31,,1996,1996,1,CAR
sylvester-byrd,Sylvester Byrd,TE,1963-05-01,,1987,1987,1,ATL
sylvester-croom,Sylvester Croom,C,1954-09-25,,1975,1975,1,NO
sylvester-hicks,Sylvester Hicks,EDGE,1955-04-02,,1978,1981,4,KC
sylvester-mcgrew,Sylvester McGrew,EDGE,1960-02-27,,1987,1987,1,GB
00-0019726,Sylvester Morris,WR,1977-10-06,,2000,2001,2,KC
sylvester-stamps,Sylvester Stamps,RB,1961-02-24,,1984,1989,6,ATL;TB
00-0015556,Sylvester Stanley,DT,1970-05-14,,1994,1994,1,NE
00-0030577,Sylvester Williams,DT,1988-11-21,North Carolina,2013,2020,8,DEN;LAC;MIA;TEN
00-0018319,Sylvester Wright,LB,1971-12-30,,1995,1996,2,PHI
00-0025621,Syndric Steptoe,WR,1984-12-06,,2008,2008,1,CLE
t-c-blair,T.C. Blair,TE,1951-08-04,,1974,1974,1,DET
00-0037047,T.D. Moultry,LB,,Auburn,2022,2022,1,PIT
00-0029940,T.J. Barnes,DT,1990-06-14,Georgia Tech,2014,2016,3,BUF;KC;NYJ
00-0036404,T.J. Brunson,LB,1997-12-03,South Carolina,2020,2021,2,NYG
00-0031269,T.J. Carrie,CB,1990-07-28,Ohio,2014,2022,9,CAR;CLE;IND;LV
00-0037052,T.J. Carter,CB,1999-04-03,Texas Christian,2022,2022,1,STL
00-0031572,T.J. Clemmings,LT,1991-11-18,Pittsburgh,2015,2019,5,CHI;LV;MIN;WAS
00-0026647,T.J. Conley,P,1985-08-29,,2011,2011,1,NYJ
t-j-cunningham,T.J. Cunningham,CB,1972-10-24,,1996,1996,1,SEA
00-0021376,T.J. Duckett,RB,1981-02-17,,2002,2008,7,ATL;DET;SEA;WAS
00-0035386,T.J. Edwards,LB,1996-08-12,Wisconsin,2019,2024,6,CHI;PHI
00-0031467,T.J. Fatinikun,EDGE,1991-07-28,Toledo,2014,2015,2,TB
00-0029660,T.J. Graham,WR,1989-07-27,North Carolina State,2012,2014,3,BUF;TEN
00-0033059,T.J. Green,S,1995-03-15,Clemson,2016,2019,3,CAR;IND
00-0028410,T.J. Heath,S,1987-09-11,,2011,2014,3,BUF;JAX;MIA
00-0035229,T.J. Hockenson,TE,1997-07-03,Iowa,2019,2024,6,DET;MIN
00-0022379,T.J. Hollowell,LB,1981-04-08,,2004,2004,1,NYG
00-0020438,T.J. Houshmandzadeh,WR,1977-09-26,,2001,2011,11,BAL;CIN;LV;SEA
t-j-jackson,T.J. Jackson,WR,1943-02-28,,1966,1967,2,PHI;WAS
00-0023754,T.J. Jackson,DT,1983-12-12,,2006,2006,1,ATL
00-0030126,T.J. Johnson,C,1990-07-17,South Carolina,2014,2017,4,CIN
00-0031189,T.J. Jones,WR,1992-07-19,Notre Dame,2015,2018,4,DET
00-0027078,T.J. Lang,LG,1987-09-20,Eastern Michigan,2009,2018,10,DET;GB
00-0033789,T.J. Logan,RB,1994-09-03,North Carolina,2017,2019,3,ARI;TB
00-0030530,T.J. McDonald,S,1991-01-26,USC,2016,2018,3,MIA;STL
00-0014129,T.J. Rubley,QB,1968-11-29,,1992,1996,3,DEN;STL
00-0024452,T.J. Rushing,CB,1983-06-08,,2006,2009,3,IND
00-0018959,T.J. Slaughter,LB,1977-02-20,,2000,2001,2,JAX
00-0035910,T.J. Smith,DT,1997-04-19,Arkansas,2023,2023,1,MIN
00-0039234,T.J. Tampa,CB,2002-03-13,Iowa State,2024,2024,1,BAL
00-0016741,T.J. Turner,EDGE,1963-05-16,Houston,1986,1992,7,MIA
00-0036776,T.J. Vasher,WR,1998-08-29,Texas Tech,2021,2021,1,DAL
00-0027653,T.J. Ward,S,1986-12-12,Oregon,2016,2017,2,DEN;TB
00-0017275,T.J. Washington,LT,1974-07-01,,2001,2001,1,CAR
00-0033886,T.J. Watt,LB,1994-10-11,Wisconsin,2017,2024,8,PIT
00-0028090,T.J. Yates,QB,1987-05-28,North Carolina,2011,2017,7,ATL;HOU;MIA
00-0032209,T.J. Yeldon,RB,1993-10-02,Alabama,2015,2020,6,BUF;JAX
00-0029608,T.Y. Hilton,WR,1989-11-14,Florida International,2012,2022,11,DAL;IND
00-0032162,T.Y. McGill,DT,1992-11-23,North Carolina State,2015,2022,6,IND;LAC;MIN;PHI;SF
00-0039886,T'Vondre Sweat,DT,2001-07-11,Texas,2024,2024,1,TEN
00-0005097,Ta'ase Faumui,EDGE,1971-03-19,,1994,1997,3,LV;PIT
00-0036948,Ta'Quon Graham,EDGE,1998-12-01,Texas,2021,2024,4,ATL
00-0023623,Tab Perry,WR,1982-01-20,,2005,2007,3,CIN
00-0033541,Taco Charlton,EDGE,1994-11-07,Michigan,2017,2021,5,DAL;KC;MIA;PIT
00-0021948,Taco Wallace,WR,1981-04-14,,2003,2004,2,SEA
00-0036167,Tae Crowder,LB,1997-03-12,Georgia,2020,2023,4,NYG;PIT;TEN
00-0037649,Tae Daley,CB,1998-10-08,Virginia Tech,2022,2022,1,ARI
00-0034500,Tae Davis,LB,1996-08-14,Chattanooga,2018,2023,6,CAR;CLE;HOU;NYG
00-0035365,Tae Hayes,CB,1997-08-19,Appalachian State,2019,2022,3,MIA;MIN;NE
taft-reed,Taft Reed,CB,1942-06-12,,1967,1967,1,PHI
tag-rome,Tag Rome,WR,1961-08-13,,1987,1987,1,LAC
00-0009901,Tahaun Lewis,CB,1968-09-29,,1992,1992,1,KC
00-0029212,Tahir Whitehead,LB,1990-04-02,Temple,2016,2020,5,CAR;DET;LV
00-0039884,Tahj Washington,WR,2001-05-16,Southern California,2024,2024,1,MIA
00-0015811,Tai Streets,WR,1977-04-20,,1999,2004,6,DET;SF
00-0028063,Taiwan Jones,RB,1988-07-26,Eastern Washington,2011,2022,12,BUF;HOU;LV
00-0031862,Taiwan Jones,LB,1993-12-01,,2016,2016,1,NYJ
00-0035658,Taj McGowan,RB,1996-12-30,Central Florida,2019,2019,1,JAX
00-0026032,Taj Smith,WR,1983-09-30,,2010,2010,1,IND
00-0032778,Tajae Sharpe,WR,1994-12-23,Massachusetts,2016,2021,5,ATL;TEN
00-0000231,Taje Allen,CB,1973-11-06,,1997,2002,5,KC;STL
00-0015474,Takeo Spikes,LB,1976-12-17,,1998,2001,4,CIN
00-0039720,Taki Taimani,DT,1999-10-06,Oregon,2024,2024,1,MIN
00-0033540,Takkarist McKinley,EDGE,1995-11-02,UCLA,2017,2021,5,ATL;CLE;LV
00-0014401,Talance Sawyer,EDGE,1976-06-14,,1999,2003,5,MIN
00-0036564,Talanoa Hufanga,S,2000-02-01,Southern California,2021,2024,3,SF
talanoa-hufanga,Talanoa Hufanga,S,,,2023,2023,1,SF
00-0039339,Taliese Fuaga,LT,2002-04-05,Oregon State,2024,2024,1,NO
00-0022111,Talman Gardner,WR,1980-03-10,,2003,2004,2,NO
00-0020002,Tam Hopkins,LG,1978-03-22,,2002,2002,1,NYG
00-0016837,Tamarick Vanover,WR,1974-02-25,,1995,1999,5,KC
00-0024235,Tamba Hali,EDGE,1983-11-03,Penn State,2006,2017,5,KC
00-0039308,TaMerik Williams,RB,,North Dakota State,2024,2024,1,SEA
00-0023988,Tanard Davis,S,1983-01-27,,2007,2007,1,PHI
00-0025493,Tanard Jackson,CB,1985-07-21,,2016,2016,1,WAS
00-0028061,Tandon Doss,WR,1989-09-22,,2011,2013,3,BAL
00-0038555,Tank Bigsby,RB,2001-08-30,Auburn,2023,2024,2,JAX
00-0029287,Tank Carder,LB,1989-01-18,Texas Christian,2016,2017,2,CLE
00-0030457,Tank Carradine,EDGE,1990-02-18,Florida State,2013,2017,5,SF
00-0038977,Tank Dell,WR,1999-10-29,Houston,2023,2024,2,HOU
00-0022696,Tank Johnson,DT,1981-12-07,,2004,2010,7,CHI;CIN;DAL
tank-marshall,Tank Marshall,EDGE,1955-01-06,,1977,1977,1,NYJ
00-0025469,Tank Tyler,DT,1985-02-14,,2007,2009,3,CAR;KC
00-0037348,Tanner Conner,WR,1998-03-20,Idaho State,2022,2024,2,MIA
00-0030389,Tanner Hawkinson,LT,1990-05-14,Kansas,2013,2016,4,CIN;PHI
00-0034613,Tanner Hudson,TE,1994-11-12,Southern Arkansas,2018,2024,4,CIN;TB
00-0039592,Tanner Knue,WR,1999-11-26,Eastern Michigan,2024,2024,1,TB
00-0034416,Tanner Lee,QB,1995-02-14,Nebraska,2018,2018,1,JAX
00-0032475,Tanner McEvoy,WR,1993-01-26,Wisconsin,2016,2017,2,SEA
00-0038400,Tanner McKee,QB,2000-04-27,Stanford,2023,2024,2,PHI
00-0039399,Tanner McLachlan,TE,1999-03-15,Arizona,2024,2024,1,CIN
00-0036368,Tanner Muse,LB,1996-09-06,Clemson,2020,2023,4,LAC;LV;SEA
00-0033580,Tanner Vallejo,LB,1994-12-16,Boise State,2017,2022,6,ARI;BUF;CLE
00-0033902,Tanoh Kpassagnon,EDGE,1994-06-14,Villanova,2017,2024,7,KC;NO
00-0039744,Tanor Bortolini,C,2002-06-17,Wisconsin,2024,2024,1,IND
00-0033963,Tanzel Smart,DT,1994-11-06,Tulane,2017,2020,4,NYJ;STL
00-0033373,Taquan Mizzell,RB,1993-10-21,Virginia,2017,2018,2,CHI
00-0014265,Tarek Saleh,LB,1974-11-07,,1997,2001,5,CAR;CLE
00-0033917,Tarell Basham,LB,1994-03-18,Ohio,2017,2022,6,DAL;IND;NYJ;TEN
00-0025534,Tarell Brown,CB,1985-01-06,Texas,2007,2016,10,LV;NE;SF
00-0039366,Tarheeb Still,CB,2002-06-09,Maryland,2024,2024,1,LAC
00-0036491,Tarik Black,WR,1998-02-10,Texas,2021,2021,1,NYJ
00-0033556,Tarik Cohen,RB,1995-07-26,North Carolina A&amp;T,2017,2024,6,CHI;NYJ
00-0006042,Tarik Glenn,LT,1976-05-25,,1997,2006,10,IND
00-0015309,Tarik Smith,RB,1975-04-16,,1999,1999,1,DAL
00-0037090,Tariq Carpenter,S,1998-12-28,Georgia Tech,2022,2022,1,GB
00-0037833,Tariq Castro-Fields,CB,1999-01-14,Penn State,2022,2023,2,WAS
00-0019934,Tarlos Thomas,LT,1977-08-23,,2002,2002,1,HOU
00-0034376,Taron Johnson,CB,1996-07-27,Weber State,2018,2024,7,BUF
00-0032690,Tarow Barney,DT,,,2016,2016,1,NYJ
00-0036921,Tarron Jackson,EDGE,1998-06-22,Coastal Carolina,2021,2021,1,PHI
00-0024279,Tarvaris Jackson,QB,1983-04-21,Alabama State,2006,2016,10,BUF;MIN;SEA
00-0034263,Tarvarius Moore,S,1996-08-16,Southern Mississippi,2018,2024,7,CHI;GB;SF
00-0026262,Tashard Choice,RB,1984-11-20,,2008,2013,6,BUF;DAL;IND;WAS
00-0028924,Tashaun Gipson,S,1990-08-07,Wyoming,2016,2024,8,CHI;HOU;JAX;SF
tashaun-gipson,Tashaun Gipson,S,,,2023,2023,1,SF
00-0033324,Tashawn Bower,EDGE,1995-02-18,Louisiana State,2017,2022,5,LV;MIN;NE
tate-randle,Tate Randle,CB,1959-08-15,,1982,1987,6,IND;MIA;TEN
00-0022893,Tatum Bell,RB,1981-03-02,,2004,2008,5,DEN;DET
00-0039435,Tatum Bethune,LB,2001-02-19,Florida State,2024,2024,1,SF
00-0013297,Tau Pupua,DT,1971-08-25,,1995,1995,1,CLE
00-0032157,Taurean Nixon,S,1991-02-07,Tulane,2015,2016,2,DEN
00-0036744,Tavante Beckett,LB,1997-10-21,Marshall,2021,2021,1,DET
00-0023952,Tavares Washington,LT,1983-04-20,,2008,2008,1,KC
00-0032032,Tavaris Barnes,EDGE,1991-11-02,Clemson,2015,2016,2,NO;SEA
00-0030091,Tavarres King,WR,1990-07-14,Georgia,2013,2017,4,CAR;JAX;NYG
00-0034842,Taven Bryan,DT,1996-03-11,Florida,2018,2024,7,CLE;IND;JAX
00-0032663,Taveze Calhoun,CB,1992-12-26,Mississippi State,2016,2016,1,NO
00-0000721,Tavian Banks,RB,1974-02-17,,1998,1999,2,JAX
00-0034488,Tavierre Thomas,CB,1996-03-11,Ferris State,2018,2024,7,CLE;HOU;TB
00-0038505,Tavius Robinson,LB,1999-01-03,Mississippi,2023,2024,2,BAL
00-0030525,Tavon Austin,WR,1990-03-15,West Virginia,2013,2021,9,DAL;GB;JAX;STL
00-0029410,Tavon Wilson,S,1990-03-19,Illinois,2016,2021,6,DET;IND;SF
00-0032770,Tavon Young,CB,1994-03-14,Temple,2016,2021,6,BAL
00-0014679,Tawambi Settles,CB,1976-01-19,,1998,1998,1,JAX
00-0020447,Tay Cody,CB,1977-10-06,,2001,2002,2,LAC
00-0030734,Tay Glover-Wright,S,1992-06-28,Utah State,2015,2015,1,IND
00-0036897,Tay Gowan,CB,1998-01-07,Central Florida,2021,2021,1,PHI
00-0037524,Tay Martin,WR,1997-12-14,Oklahoma State,2024,2024,1,TEN
00-0023867,Taye Biddle,WR,1983-02-27,,2006,2006,1,CAR
00-0028570,Taylor Boggs,C,1987-02-20,Humboldt State,2013,2016,2,ARI;CHI
00-0032381,Taylor Decker,LT,1993-08-23,Ohio State,2016,2024,9,DET
00-0032746,Taylor Fallin,LT,,,2016,2016,1,TB
00-0031228,Taylor Gabriel,WR,1991-02-17,Abilene Christian,2014,2019,6,ATL;CHI;CLE
00-0031179,Taylor Hart,EDGE,1991-02-22,Oregon,2014,2016,3,PHI
00-0034581,Taylor Hearn,LG,1996-01-11,Clemson,2018,2018,1,CAR
00-0031800,Taylor Heinicke,QB,1993-03-15,Old Dominion,2015,2024,9,ATL;CAR;HOU;LAC;MIN;WAS
00-0022124,Taylor Jacobs,WR,1981-05-30,,2003,2007,5,DEN;SF;WAS
00-0031442,Taylor Lewan,LT,1991-07-22,Michigan,2014,2022,9,TEN
00-0033284,Taylor Moton,LT,1994-08-14,Western Michigan,2017,2024,8,CAR
00-0027693,Taylor Price,WR,1987-10-08,,2010,2011,2,NE
00-0035663,Taylor Rapp,S,1997-12-22,Washington,2019,2024,6,BUF;STL
00-0034325,Taylor Stallworth,DT,1995-08-18,South Carolina,2018,2024,6,HOU;IND;NO;WAS
00-0029590,Taylor Thompson,TE,1989-10-19,,2012,2014,3,TEN
00-0022134,Taylor Whitley,LG,1980-02-21,,2003,2006,4,DEN;MIA;WAS
00-0031603,Tayo Fabuluje,LT,1991-07-17,Texas Christian,2015,2016,2,CHI
00-0037523,Taysir Mack,WR,,Pittsburgh,2022,2022,1,SF
00-0033357,Taysom Hill,QB,1990-08-23,Brigham Young,2017,2024,8,NO
00-0033911,Taywan Taylor,WR,1995-03-02,Western Kentucky,2017,2021,5,CLE;HOU;TEN
taz-anderson,Taz Anderson,TE,1938-11-15,,1966,1967,2,ATL
00-0020943,Teag Whiting,LG,1979-04-16,,2002,2002,1,ARI
00-0037277,Teagan Quitoriano,TE,2000-03-15,Oregon State,2022,2024,3,HOU
00-0036181,Teair Tart,DT,1997-02-28,Florida International,2020,2024,5,HOU;LAC;TEN
00-0008874,Tebucky Jones,CB,1974-10-06,,1998,2001,4,NE
ted-albrecht,Ted Albrecht,LT,1954-10-08,,1977,1981,5,CHI
ted-alflen,Ted Alflen,RB,1947-01-03,,1969,1969,1,DEN
ted-bachman,Ted Bachman,CB,1952-01-19,,1976,1976,1,MIA
ted-banker,Ted Banker,LG,1961-02-17,,1984,1989,6,CLE;NYJ
ted-brown,Ted Brown,RB,1957-02-15,,1979,1986,8,MIN
ted-burgmeier,Ted Burgmeier,S,1955-11-08,,1978,1978,1,KC
ted-chapman,Ted Chapman,EDGE,1964-04-05,,1987,1987,1,LV
ted-cottrell,Ted Cottrell,LB,1947-06-13,,1969,1970,2,ATL
ted-davis,Ted Davis,LB,1942-07-27,,1965,1970,6,IND;MIA;NO
ted-elliott,Ted Elliott,DT,1964-11-16,,1987,1987,1,NO
