player_id,name,primary_position,birth_date,college,first_season,last_season,seasons_played,teams
albert-burton,Albert Burton,EDGE,1952-03-30,,1976,1977,2,NYJ;TEN
00-0003378,Albert Connell,WR,1974-05-13,,1997,2001,5,NO;WAS
00-0005395,Albert Fontenot,EDGE,1970-09-17,,1993,2001,9,CHI;IND;LAC
00-0021149,Albert Haynesworth,DT,1981-06-17,,2002,2011,10,TB;TEN;WAS
00-0020176,Albert Horsey,WR,1979-01-02,,2001,2001,1,BAL
00-0035455,Albert Huggins,DT,1997-06-27,Clemson,2020,2023,4,ATL;DET;NO
00-0019745,Albert Johnson,WR,1977-11-11,,2001,2002,2,MIA
00-0009836,Albert Lewis,CB,1960-10-06,Grambling State,1983,1998,16,KC;LV
00-0027560,Albert McClellan,LB,1986-06-04,Marshall,2012,2019,5,BAL;NE;NYJ
00-0036423,Albert Okwuegbunam,TE,1998-04-25,Missouri,2020,2023,4,DEN;PHI
00-0013530,Albert Reese,DT,1973-04-29,,1997,1997,1,SF
albert-williams,Albert Williams,LB,1964-09-07,,1987,1987,1,PIT
00-0030669,Albert Wilson,WR,1992-07-12,Georgia State,2014,2021,8,KC;MIA
00-0025955,Albert Young,RB,1985-02-25,,2009,2010,2,MIN
00-0017507,Alberto White,EDGE,1971-04-08,,1994,1994,1,LV
00-0002816,Alcides Catanho,LB,1972-01-20,,1995,1996,2,NE;WAS
alden-roche,Alden Roche,EDGE,1945-04-09,,1970,1978,9,DEN;GB;SEA
00-0027945,Aldon Smith,LB,1989-09-25,Missouri,2016,2020,3,DAL;LV
00-0028116,Aldrick Robinson,WR,1988-09-24,Southern Methodist,2011,2018,6,ATL;MIN;SF;WAS
00-0032870,Aldrick Rosas,K,1994-12-30,Southern Oregon,2016,2020,5,JAX;NYG;TEN
00-0037428,Alec Anderson,LT,1999-10-03,UCLA,2023,2024,2,BUF
alec-gibson,Alec Gibson,EDGE,1963-12-09,,1987,1987,1,WAS
00-0035125,Alec Ingold,RB,1996-07-09,Wisconsin,2019,2024,6,LV;MIA
00-0011229,Alec Millen,LT,1970-09-25,,1993,1993,1,SF
00-0030527,Alec Ogletree,LB,1991-09-25,Georgia,2016,2021,5,CHI;NYG;STL
00-0037664,Alec Pierce,WR,2000-05-02,Cincinnati,2022,2024,3,IND
00-0030648,Alejandro Villanueva,LT,1988-09-22,Army,2015,2021,7,BAL;PIT
00-0038073,Alex Akingbulu,LT,1997-12-28,Fresno State,2022,2023,2,WAS
00-0033914,Alex Anzalone,LB,1994-09-22,Florida,2017,2024,8,DET;NO
00-0033296,Alex Armah,RB,1994-05-17,West Georgia,2017,2023,6,CAR;WAS
00-0038646,Alex Austin,CB,2001-05-22,Oregon State,2023,2024,2,NE
00-0035602,Alex Bachman,WR,1996-05-29,Wake Forest,2021,2021,1,NYG
00-0032714,Alex Balducci,C,1994-03-01,Oregon,2016,2016,1,SF
00-0020361,Alex Bannister,WR,1979-04-23,,2001,2006,6,BAL;SEA
00-0033746,Alex Barrett,EDGE,1994-03-06,San Diego State,2020,2024,2,SF
00-0023454,Alex Barron,LT,1982-09-28,,2005,2010,6,DAL;STL
00-0035061,Alex Bars,LG,1995-09-08,Notre Dame,2019,2022,4,CHI;LV
00-0030975,Alex Bayer,TE,1990-11-08,,2014,2014,1,STL
00-0001173,Alex Bernstein,EDGE,1975-08-11,,1997,1998,2,BAL;NYJ
00-0026762,Alex Boone,LG,1987-05-04,Ohio State,2010,2017,8,ARI;MIN;SF
00-0021228,Alex Brown,EDGE,1979-06-04,,2002,2010,9,CHI;NO
00-0035634,Alex Brown,CB,1996-08-30,South Carolina State,2019,2020,2,KC
00-0025741,Alex Buzbee,EDGE,1985-11-27,,2007,2007,1,WAS
00-0034678,Alex Cappa,LG,1995-01-27,Humboldt State,2018,2024,6,CIN;TB
alex-cappa,Alex Cappa,RG,,,2020,2020,1,TB
00-0027677,Alex Carrington,EDGE,1987-06-19,,2010,2015,6,BUF;STL
alex-carter,Alex Carter,EDGE,1963-09-06,,1987,1987,1,CLE
00-0031563,Alex Carter,CB,1994-10-19,Stanford,2016,2018,2,DET;WAS
00-0032426,Alex Collins,RB,1994-08-26,Arkansas,2016,2021,5,BAL;SEA
00-0038475,Alex Cook,S,1999-05-21,Washington,2023,2023,1,CAR
00-0032541,Alex Cooper,LG,,,2016,2016,1,CIN
00-0032864,Alex Ellis,TE,1993-02-10,Tennessee,2016,2022,2,ARI;JAX
00-0032543,Alex Erickson,WR,1992-11-06,Wisconsin,2016,2023,7,CAR;CIN;LAC
alex-espinoza,Alex Espinoza,QB,1964-05-31,,1987,1987,1,KC
00-0038649,Alex Forsyth,C,1999-02-13,Oregon,2023,2024,2,DEN
00-0006143,Alex Gordon,LB,1964-09-14,Cincinnati,1987,1993,7,CIN;LV;NYJ
00-0034010,Alex Gray,TE,1991-05-01,No College,2019,2019,1,ATL
alex-green,Alex Green,CB,1965-11-03,,1987,1987,1,DAL
00-0028034,Alex Green,RB,1988-06-23,,2011,2013,3,GB;NYJ
alex-hawkins,Alex Hawkins,RB,1937-07-02,,1965,1968,4,ATL;IND
00-0023714,Alex Haynes,RB,1982-02-13,,2007,2008,2,CAR;DEN
00-0028058,Alex Henery,K,1987-08-18,,2011,2013,3,PHI
alex-higdon,Alex Higdon,TE,1966-09-09,,1988,1988,1,ATL
00-0036333,Alex Highsmith,LB,1997-08-07,North Carolina-Charlotte,2020,2024,5,PIT
00-0036484,Alex Hoffman,LG,,"Carroll, Mont.",2021,2021,1,NO
00-0023163,Alex Holmes,TE,1981-08-22,,2005,2005,1,MIA
00-0008422,Alex Johnson,WR,1968-08-18,,1991,1991,1,TEN
00-0027433,Alex Joseph,LB,1988-07-06,,2010,2010,1,SF
alex-karras,Alex Karras,DT,1935-07-15,,1965,1970,6,DET
00-0030238,Alex Kupper,LG,1990-02-14,,2013,2013,1,HOU
00-0036892,Alex Leatherwood,LT,1999-01-05,Alabama,2021,2022,2,CHI;LV
00-0032407,Alex Lewis,LG,1992-04-21,Nebraska,2016,2021,6,BAL;NYJ
00-0034186,Alex Light,LT,1996-05-02,Richmond,2018,2019,2,GB
00-0020539,Alex Lincoln,LB,1977-11-17,,2001,2001,1,SF
00-0026997,Alex Mack,C,1985-11-19,California,2009,2022,14,ATL;CLE;SF
00-0027042,Alex Magee,EDGE,1987-04-28,,2009,2010,2,KC
00-0032805,Alex McCalister,EDGE,1993-10-17,Florida,2016,2017,2,PHI
00-0011470,Alex Molden,CB,1973-08-04,,1996,2002,7,LAC;NO
alex-moore,Alex Moore,RB,1945-05-22,,1968,1968,1,DEN
alex-moyer,Alex Moyer,LB,1963-10-25,,1985,1986,2,MIA
00-0030503,Alex Okafor,EDGE,1991-02-08,Texas,2016,2021,6,ARI;KC;NO
00-0038796,Alex Palczewski,LT,1999-08-03,Illinois,2023,2024,2,DEN
00-0027411,Alex Parsons,C,1987-09-14,,2012,2012,1,LV
00-0032549,Alex Redmond,LG,1995-01-18,UCLA,2017,2020,4,CIN
alex-sandusky,Alex Sandusky,LG,1932-08-17,,1965,1966,2,IND
00-0028250,Alex Silvestro,EDGE,1988-11-15,,2011,2011,1,NE
00-0031898,Alex Singleton,LB,1993-12-07,Montana State,2019,2024,6,DEN;PHI
00-0023436,Alex Smith,QB,1984-05-07,Utah,2005,2020,16,KC;SF;WAS
00-0023506,Alex Smith,TE,1982-05-22,Stanford,2005,2016,12,CIN;CLE;PHI;TB;WAS
00-0022788,Alex Stepanovich,C,1981-09-25,,2004,2008,5,ARI;ATL;CIN
00-0020453,Alex Sulfsted,LT,1977-12-21,,2001,2004,4,CIN;WAS
00-0029623,Alex Tanney,QB,1987-11-11,"Monmouth, Ill.",2013,2019,6,CLE;NYG;TEN
00-0036120,Alex Taylor,LT,1997-04-21,South Carolina State,2020,2020,1,CLE
00-0016821,Alex Van Dyke,WR,1974-07-24,,1996,1999,4,NYJ;PHI
00-0016838,Alex Van Pelt,QB,1970-05-01,,1994,2003,10,BUF
00-0037251,Alex Wright,EDGE,2000-09-05,Alabama-Birmingham,2022,2024,3,CLE
00-0035104,Alexander Hollins,WR,1996-11-24,Eastern Illinois,2019,2020,2,CLE;MIN
00-0034972,Alexander Mattison,RB,1998-06-19,Boise State,2019,2024,6,LV;MIN
00-0018270,Alexander Wright,WR,1967-07-19,,1990,1995,6,DAL;LV;STL
00-0019626,Alfonso Boone,DT,1976-01-11,,2000,2009,10,CHI;KC;LAC
00-0022745,Alfonso Marshall,S,1981-01-17,,2004,2004,1,CHI
00-0027346,Alfonso Smith,RB,1987-01-23,,2011,2014,4,ARI;SF
00-0029596,Alfonzo Dennard,CB,1989-09-09,,2012,2014,3,NE
00-0038957,Alfonzo Graham,RB,2000-03-20,Morgan State,2023,2023,1,PIT
00-0000284,Alfred Anderson,RB,1961-08-04,Baylor,1984,1991,8,MIN
00-0031075,Alfred Blue,RB,1991-04-27,LSU,2014,2018,5,HOU
alfred-jackson,Alfred Jackson,WR,1955-08-03,,1978,1984,7,ATL
00-0008087,Alfred Jackson,WR,1967-07-10,,1989,1996,6,CLE;MIN;STL
alfred-jenkins,Alfred Jenkins,WR,1952-01-25,,1975,1983,9,ATL
00-0023047,Alfred Malone,DT,1982-02-21,,2005,2008,3,GB;HOU
00-0011496,Alfred Montez,QB,1972-10-18,,1996,1996,1,LV
00-0029141,Alfred Morris,RB,1988-12-12,Florida Atlantic,2012,2020,8,DAL;NYG;SF;WAS
00-0012324,Alfred Oglesby,DT,1967-01-27,,1990,1995,5,CIN;GB;MIA;NYJ
00-0013298,Alfred Pupunu,TE,1969-10-17,,1992,1998,7,LAC;NYG
00-0017712,Alfred Williams,EDGE,1968-11-06,,1991,1999,9,CIN;DEN;SF
00-0013809,Alfredo Roberts,TE,1965-03-01,,1988,1993,6,DAL;KC
00-0020285,Alge Crumpler,TE,1977-12-23,,2001,2010,10,ATL;NE;TEN
00-0038724,Ali Gaye,EDGE,1997-11-29,Louisiana State,2024,2024,1,TEN
ali-haji-sheikh,Ali Haji-Sheikh,K,1961-01-11,,1983,1987,5,ATL;NYG;WAS
00-0032243,Ali Marpet,LG,1993-04-17,Hobart,2015,2021,6,TB
ali-marpet,Ali Marpet,LG,,,2020,2020,1,TB
00-0034948,Alijah Holder,CB,1996-01-26,Stanford,2019,2020,2,DEN
00-0036979,Alijah Vera-Tucker,LG,1999-06-17,Southern California,2021,2024,4,NYJ
00-0036624,Alim McNeill,DT,2000-05-11,North Carolina State,2021,2024,4,DET
00-0035309,Alize Mack,TE,1997-03-29,Notre Dame,2022,2023,2,GB;TEN
allama-matthews,Allama Matthews,TE,1961-08-24,,1983,1985,3,ATL
allan-clark,Allan Clark,RB,1957-06-08,,1979,1982,3,GB;NE
allan-ellis,Allan Ellis,CB,1951-08-19,,1973,1981,8,CHI;LAC
00-0037415,Allan George,CB,1999-07-16,Vanderbilt,2022,2024,2,CIN;WAS
allan-kennedy,Allan Kennedy,LT,1958-01-08,,1981,1984,3,SF
allan-leavitt,Allan Leavitt,K,1955-10-22,,1977,1977,1,TB
allan-watson,Allan Watson,K,1944-11-05,,1970,1970,1,PIT
allan-webb,Allan Webb,CB,1933-01-22,,1965,1965,1,NYG
allen-aldridge,Allen Aldridge,EDGE,1945-04-27,,1971,1974,3,CLE;TEN
00-0000129,Allen Aldridge,LB,1972-05-30,,1994,2001,8,DEN;DET
00-0028024,Allen Bailey,EDGE,1989-03-25,Miami,2011,2020,9,ATL;KC
allen-bailey,Allen Bailey,DT,,,2018,2018,1,KC
00-0025506,Allen Barbre,LG,1984-06-22,Missouri Southern State,2007,2017,10,DEN;GB;PHI;SEA
00-0028125,Allen Bradford,LB,1988-08-31,Southern California,2012,2013,2,NYG;SEA
allen-brown,Allen Brown,TE,1943-03-02,,1966,1967,2,GB
allen-carter,Allen Carter,RB,1952-12-12,,1975,1976,2,NE
allen-degraffenreid,Allen DeGraffenreid,LT,1974-06-03,,1998,1998,1,ARI
allen-gallaher,Allen Gallaher,LT,1950-11-13,,1974,1974,1,NE
allen-harvin,Allen Harvin,RB,1959-03-18,,1987,1987,1,WAS
00-0030821,Allen Hurns,WR,1991-11-12,Miami,2014,2021,8,DAL;JAX;MIA
allen-jacobs,Allen Jacobs,RB,1941-05-19,,1965,1967,3,GB;NYG
00-0034521,Allen Lazard,WR,1995-12-11,Iowa State,2018,2024,7,GB;NYJ
allen-lyday,Allen Lyday,CB,1960-09-16,,1984,1987,4,TEN
00-0026380,Allen Patrick,RB,1984-02-15,,2008,2008,1,CLE
00-0012997,Allen Pinkett,RB,1964-01-25,Notre Dame,1986,1992,7,NO;TEN
00-0028267,Allen Reisner,TE,1988-09-29,Iowa,2012,2016,3,BAL;JAX;MIN
00-0013635,Allen Rice,RB,1962-04-05,Baylor; Ranger Junior College; Wharton County Junior College,1984,1991,8,GB;MIN
00-0031428,Allen Robinson,WR,1993-08-24,Penn State,2014,2024,11,CHI;DET;JAX;PIT;STL
00-0014071,Allen Rossum,CB,1975-10-22,,1998,2008,11,ATL;GB;PHI;PIT;SF
allen-smith,Allen Smith,RB,1942-11-20,,1966,1967,2,BUF;NYJ
allen-trammel,Allen Trammel,CB,1942-07-19,,1966,1966,1,TEN
00-0017713,Allen Williams,RB,1972-09-17,,1995,1995,1,DET
00-0037104,Allie Green,CB,,Missouri,2022,2022,1,CHI
almon-young,Almon Young,LG,1962-07-03,,1987,1987,1,TEN
00-0036380,Alohi Gilman,S,1997-09-17,Notre Dame,2020,2024,5,LAC
alois-blackwell,Alois Blackwell,RB,1954-11-12,,1978,1979,2,DAL
00-0038121,Alontae Taylor,CB,1998-12-03,Tennessee,2022,2024,3,NO
00-0025702,Alonzo Coleman,RB,1984-01-27,,2008,2008,1,DAL
00-0021499,Alonzo Ephraim,C,1981-11-08,,2003,2005,3,MIA;PHI
00-0006752,Alonzo Hampton,CB,1967-01-19,,1990,1991,2,MIN;TB
00-0007405,Alonzo Highsmith,RB,1965-02-26,Miami,1987,1991,5,DAL;TB;TEN
alonzo-johnson,Alonzo Johnson,LB,1963-04-04,,1986,1987,2,PHI
00-0008425,Alonzo Johnson,WR,1973-04-18,,1998,1998,1,NO
00-0010598,Alonzo Mayes,TE,1975-06-04,,1998,2001,4,CHI;MIA
00-0011444,Alonzo Mitz,EDGE,1963-06-05,Florida,1986,1992,6,CIN;SEA
00-0032550,Alonzo Russell,WR,1992-09-29,Toledo,2016,2018,2,CIN;NYG
00-0015450,Alonzo Spellman,EDGE,1971-09-27,,1992,2000,8,CHI;DAL
alonzo-williams,Alonzo Williams,RB,1963-08-09,,1987,1987,1,STL
00-0002684,Alphonso Carreker,EDGE,1962-05-25,Florida State,1984,1989,6,DEN;GB
00-0023580,Alphonso Hodge,CB,1982-05-30,,2005,2005,1,KC
00-0027013,Alphonso Smith,CB,1985-10-20,,2009,2011,3,DEN;DET
00-0016079,Alphonso Taylor,DT,1969-09-07,,1993,1993,1,DEN
00-0014991,Alshermond Singleton,LB,1975-08-07,,1997,2001,5,TB
00-0029137,Alshon Jeffery,WR,1990-02-14,South Carolina,2012,2020,9,CHI;PHI
00-0027705,Alterraun Verner,CB,1988-12-13,UCLA,2010,2017,8,MIA;TB;TEN
altie-taylor,Altie Taylor,RB,1947-09-29,,1969,1976,8,DET;TEN
alton-alexis,Alton Alexis,WR,1957-11-16,,1980,1980,1,CIN
00-0011498,Alton Montgomery,CB,1968-06-16,,1990,1995,6,ATL;DEN
00-0036426,Alton Robinson,EDGE,1998-06-02,Syracuse,2020,2022,3,SEA
00-0001750,Alundis Brice,CB,1970-05-01,,1995,1996,2,DAL
alva-liles,Alva Liles,DT,1956-03-06,,1980,1980,1,DET
00-0030207,Alvin Bailey,LT,1991-08-26,Arkansas,2014,2016,3,CLE;SEA
alvin-blount,Alvin Blount,RB,1965-02-12,,1987,1987,1,DAL
00-0026287,Alvin Bowen,LB,1983-12-24,,2009,2010,2,JAX;WAS
alvin-garrett,Alvin Garrett,WR,1956-10-01,,1980,1984,5,NYG;WAS
alvin-hall,Alvin Hall,CB,1958-08-12,,1981,1987,6,DET
00-0006877,Alvin Harper,WR,1968-07-06,,1991,1997,7,DAL;NO;TB
alvin-haymond,Alvin Haymond,CB,1942-08-31,,1965,1973,9,IND;PHI;STL;TEN;WAS
alvin-hooks,Alvin Hooks,WR,1957-05-07,,1981,1981,1,PHI
alvin-horn,Alvin Horn,CB,1965-03-07,,1987,1987,1,CLE
00-0033906,Alvin Kamara,RB,1995-07-25,Tennessee,2017,2024,8,NO
alvin-maxson,Alvin Maxson,RB,1951-11-12,,1974,1978,5,NO;NYG;PIT
00-0019475,Alvin McKinley,DT,1978-06-09,,2000,2007,8,CAR;CLE;DEN
alvin-mitchell,Alvin Mitchell,CB,1943-10-18,,1968,1989,4,CLE;DEN;TB
alvin-moore,Alvin Moore,RB,1959-05-03,,1983,1987,5,DET;IND;SEA
00-0020544,Alvin Morrow,TE,1978-04-28,,2001,2001,1,CLE
00-0023561,Alvin Pearman,RB,1982-08-10,,2005,2009,5,JAX;SEA;TEN
00-0020152,Alvin Porter,CB,1977-05-10,,2001,2002,2,BAL
alvin-powell,Alvin Powell,LG,1959-11-19,,1987,1989,3,MIA;SEA
alvin-reed,Alvin Reed,TE,1944-08-01,,1967,1975,9,TEN;WAS
alvin-ross,Alvin Ross,RB,1963-05-03,,1987,1987,1,PHI
alvin-toles,Alvin Toles,LB,1963-03-23,,1985,1988,4,NO
00-0017141,Alvin Walton,CB,1964-03-14,Kansas; Mount San Jacinto College,1986,1991,6,WAS
00-0018271,Alvin Wright,DT,1961-02-05,Jacksonville State,1986,1991,6,STL
alvin-wyatt,Alvin Wyatt,CB,1947-12-13,,1970,1973,4,BUF;LV;TEN
00-0017611,Alvis Whitted,WR,1974-09-04,,1998,2006,8,JAX;LV
00-0010616,Alvoid Mays,CB,1966-07-10,,1990,1995,6,PIT;WAS
00-0035513,Amani Bledsoe,EDGE,1998-02-06,Oklahoma,2020,2020,1,CIN
00-0035632,Amani Hooker,S,1998-06-14,Iowa,2019,2024,6,TEN
00-0035270,Amani Oruwariye,CB,1996-02-09,Penn State,2019,2024,5,DAL;DET
00-0016550,Amani Toomer,WR,1974-09-08,,1996,2008,13,NYG
00-0033937,Amara Darboh,WR,1994-02-01,Michigan,2017,2019,3,PIT;SEA
00-0037043,Amare Barno,LB,1999-04-26,Virginia Tech,2022,2024,3,CAR
00-0038617,Amari Burney,LB,2000-06-19,Florida,2023,2024,2,LV
00-0031544,Amari Cooper,WR,1994-06-17,Alabama,2015,2024,10,BUF;CLE;DAL;LV
00-0039539,Amari Gainer,LB,2000-06-22,North Carolina,2024,2024,1,LV
00-0036991,Amari Rodgers,WR,1999-09-23,Clemson,2021,2022,2,GB;HOU
00-0027671,Amari Spievey,CB,1988-04-15,,2010,2010,1,DET
00-0039925,Amarius Mims,LT,2002-10-14,Georgia,2024,2024,1,CIN
00-0031613,Amarlo Herrera,LB,1991-09-20,,2015,2015,1,IND
00-0033687,Amba Etta-Tawo,WR,1993-11-10,Syracuse,2017,2019,2,JAX;NYG
00-0037008,Ambry Thomas,CB,1999-09-09,Michigan,2021,2022,2,SF
00-0038872,Amechi Uzodinma,CB,2000-06-01,Ball State,2023,2023,1,LAC
00-0032104,Ameer Abdullah,RB,1993-06-13,Nebraska,2015,2024,10,CAR;DET;LV;MIN
00-0038624,Ameer Speed,S,1999-10-13,Michigan State,2023,2024,2,CHI;IND
00-0036716,Amen Ogbongbemiga,LB,1998-09-04,Oklahoma State,2021,2024,4,CHI;LAC
00-0036375,Amik Robertson,CB,1998-07-06,Louisiana Tech,2020,2024,5,DET;LV
00-0029254,Amini Silatolu,LG,1988-09-16,Midwestern State,2012,2018,7,CAR;CHI
00-0032487,Amir Carlisle,WR,,,2016,2016,1,ARI
00-0025397,Amobi Okoye,DT,1987-06-10,,2007,2012,6,CHI;HOU
00-0022878,Amon Gordon,DT,1981-10-13,,2004,2011,4,CLE;DEN;KC;SEA
00-0036963,Amon-Ra St. Brown,WR,1999-10-24,Southern California,2021,2024,4,DET
amos-bullocks,Amos Bullocks,RB,1939-02-07,,1966,1966,1,PIT
amos-fowler,Amos Fowler,C,1956-02-11,,1978,1984,7,DET
amos-lawrence,Amos Lawrence,RB,1958-01-09,,1981,1982,2,SF
amos-marsh,Amos Marsh,RB,1939-05-07,,1965,1967,3,DET
amos-martin,Amos Martin,LB,1949-01-30,,1972,1977,6,MIN;SEA
00-0018501,Amos Zereoue,RB,1976-10-08,,1999,2004,6,LV;PIT
00-0009738,Amp Lee,RB,1971-10-01,,1992,1998,7,MIN;SF;STL
00-0038402,Anders Carlson,K,1998-06-16,Auburn,2023,2023,1,GB
00-0027213,Anderson Russell,S,1987-05-30,,2010,2012,2,MIA;WAS
andra-franklin,Andra Franklin,RB,1959-08-22,,1981,1984,4,MIA
00-0022621,Andrae Thurman,WR,1980-10-25,,2004,2005,2,GB
00-0035876,Andre Baccellia,WR,1997-01-07,Washington,2022,2022,1,ARI
00-0001555,Andre Bowden,RB,1968-04-04,,1994,1995,2,NE
00-0029600,Andre Branch,EDGE,1989-07-14,Clemson,2012,2018,7,JAX;MIA
andre-brown,Andre Brown,WR,1966-08-21,,1989,1990,2,MIA
00-0027094,Andre Brown,RB,1986-12-15,,2010,2013,3,NYG;WAS
00-0026237,Andre Caldwell,WR,1985-04-15,,2008,2015,8,CIN;DEN
00-0020489,Andre Carter,EDGE,1979-05-12,,2001,2013,11,LV;NE;SF;WAS
00-0038801,Andre Carter II,LB,2000-06-02,Army,2023,2024,2,LV;MIN
00-0034623,Andre Chachere,CB,1996-02-10,San Jose State,2018,2024,5,ARI;DET;PHI
00-0036941,Andre Cisco,S,2000-03-23,Syracuse,2021,2024,4,JAX
00-0003209,Andre Coleman,WR,1972-09-19,,1994,1997,4,LAC;PIT
00-0003264,Andre Collins,LB,1968-05-04,,1990,1998,9,CHI;CIN;WAS
00-0003441,Andre Cooper,WR,1975-06-21,,1999,1999,1,DEN
00-0003940,Andre Davis,DT,1975-10-07,,1996,1996,1,JAX
00-0021175,Andre Davis,WR,1979-06-12,,2002,2009,8,BUF;CLE;HOU;NE
00-0031635,Andre Davis,WR,,,2016,2016,1,TB
00-0032121,Andre Debose,WR,,,2016,2016,1,IND
00-0035233,Andre Dillard,LT,1995-10-03,Washington State,2019,2024,6,GB;PHI;TEN
00-0004344,Andre Dixon,CB,1975-12-04,,1999,1999,1,DET
00-0020503,Andre Dyson,CB,1979-05-25,,2001,2007,7,NYJ;SEA;TEN
00-0030287,Andre Ellington,RB,1989-02-03,Clemson,2013,2017,5,ARI;HOU
00-0026227,Andre Fluellen,DT,1985-03-07,Florida State,2008,2014,7,DET
00-0021385,Andre Gurode,C,1979-03-06,,2002,2013,11,BAL;DAL;LV
00-0031087,Andre Hal,S,1992-05-30,Vanderbilt,2014,2018,4,HOU
00-0023764,Andre Hall,RB,1982-08-20,,2007,2008,2,DEN
andre-hardy,Andre Hardy,RB,1961-11-28,,1984,1987,3,PHI;SEA;SF
00-0007093,Andre Hastings,WR,1971-11-07,,1993,1999,7,NO;PIT
andre-hines,Andre Hines,LT,1958-02-28,,1980,1980,1,SEA
00-0028263,Andre Holmes,WR,1988-06-16,Hillsdale,2011,2018,7,BUF;DAL;DEN;LV
00-0035127,Andre James,C,1997-05-02,UCLA,2019,2024,6,LV
00-0008428,Andre Johnson,LT,1973-08-25,,1996,1998,3,DET;WAS
00-0022044,Andre Johnson,WR,1981-07-11,,2003,2016,14,HOU;IND;TEN
00-0008680,Andre Jones,LB,1969-05-15,,1992,1992,1,DET
00-0038635,Andre Jones,EDGE,1998-10-25,Louisiana-Lafayette,2023,2023,1,WAS
00-0020415,Andre King,WR,1973-11-26,,2001,2004,4,CLE
00-0036725,Andre Mintze,LB,1998-09-10,Vanderbilt,2021,2021,1,DEN
00-0027402,Andre Neblett,DT,1988-06-07,,2010,2012,3,CAR
00-0019323,Andre O'Neal,LB,1975-12-12,,2000,2001,2,KC;MIN
00-0033705,Andre Patton,WR,1994-05-28,Rutgers,2019,2019,1,LAC
00-0013159,Andre Powell,LB,1969-06-05,,1993,1994,2,NYG
00-0013203,Andre President,TE,1971-06-16,,1995,1997,2,CHI;PHI
00-0013310,Andre Purvis,DT,1973-07-14,,1997,1999,3,CIN
00-0026622,Andre Ramsey,LT,1987-07-24,,2009,2009,1,BUF
00-0013499,Andre Reed,WR,1964-01-29,Kutztown,1985,2000,16,BUF;WAS
00-0013770,Andre Rison,WR,1967-03-18,,1989,2000,11,ATL;CLE;IND;KC;LV
00-0027691,Andre Roberts,WR,1988-01-09,Citadel,2010,2022,13,ARI;ATL;BUF;CAR;DET;LAC;NYJ;WAS
00-0014013,Andre Rone,WR,1976-04-14,,2002,2002,1,BUF
00-0014111,Andre Royal,LB,1972-12-01,,1995,1998,4,CAR;IND
00-0026982,Andre Smith,LT,1987-01-25,Alabama,2009,2020,12,BAL;CIN;MIN
00-0028353,Andre Smith,TE,1988-09-26,,2011,2013,2,CHI;CLE
00-0034430,Andre Smith,LB,1997-04-20,North Carolina,2018,2023,6,ATL;BUF;CAR;TEN
andre-thomas,Andre Thomas,RB,1960-11-28,,1987,1987,1,MIN
andre-tillman,Andre Tillman,TE,1952-11-01,,1975,1978,4,MIA
00-0016495,Andre Tippett,LB,1959-12-27,Iowa,1982,1993,11,NE
andre-townsend,Andre Townsend,DT,1962-10-08,,1984,1990,7,DEN
andre-tyler,Andre Tyler,WR,1959-07-17,,1982,1983,2,TB
00-0016976,Andre Wadsworth,EDGE,1974-10-19,,1998,2000,3,ARI
00-0017178,Andre Ware,QB,1968-07-31,,1990,1993,4,DET
00-0017285,Andre Waters,S,1962-03-10,University of Cheyney,1984,1995,12,ARI;PHI
00-0017342,Andre Weathers,CB,1976-08-06,,1999,2000,2,NYG
andre-white,Andre White,TE,1944-10-07,,1967,1968,2,DEN;LAC
00-0031055,Andre Williams,RB,1992-08-28,Boston College,2014,2017,4,LAC;NYG
00-0022076,Andre Woolfolk,CB,1980-01-26,,2003,2006,4,TEN
andre-young,Andre Young,S,1960-11-22,,1982,1984,3,LAC
00-0021194,Andre' Goodman,CB,1978-08-11,,2002,2011,10,DEN;DET;MIA
00-0038619,Andrei Iosivas,WR,1999-10-15,Princeton,2023,2024,2,CIN
00-0032637,Andrew Adams,S,1993-08-28,Connecticut,2016,2022,6,NYG;TB;TEN
00-0034959,Andrew Beck,RB,1996-05-15,Texas,2019,2024,6,DEN;HOU
00-0033066,Andrew Billings,DT,1995-06-03,Baylor,2016,2024,8,CHI;CIN;CLE;LV
00-0038130,Andrew Booth,CB,2000-09-28,Clemson,2022,2024,3,DAL;MIN
00-0034394,Andrew Brown,DT,1995-12-30,Virginia,2019,2022,3,CHI;CIN;HOU
00-0025639,Andrew Carnahan,LT,1983-09-08,,2008,2008,1,KC
00-0026395,Andrew Crummey,LG,1984-10-22,,2008,2008,1,CIN
00-0020885,Andrew Davison,CB,1979-12-09,,2002,2003,2,DAL;NYJ
00-0032246,Andrew Donnal,LT,1992-03-03,Iowa,2015,2020,5,BAL;DET;MIA;STL
00-0035412,Andrew Dowell,LB,1996-11-16,Michigan State,2021,2023,3,NO
00-0038865,Andrew Farmer,LB,2000-04-19,Lane,2023,2023,1,LAC
00-0031718,Andrew Franks,K,1993-01-11,RPI,2015,2016,2,MIA
00-0028172,Andrew Gachkar,LB,1988-11-04,Missouri,2016,2017,2,CAR;DAL
00-0026929,Andrew Gardner,LT,1986-04-04,Georgia Tech,2009,2016,7,HOU;MIA;PHI;SF
andrew-gissinger,Andrew Gissinger,LT,1959-07-04,,1982,1984,3,LAC
00-0006047,Andrew Glover,TE,1967-08-12,,1991,2000,10,LV;MIN;NO
00-0006362,Andrew Greene,LG,1969-09-24,,1995,1995,1,MIA
